id,create_id_in_set,create_id_in_where
5304,81180526,94504727
5303,78788616,94504727
5302,94746638,94504727
5301,94746638,94504727
5300,65326307,94504727
5299,81180526,94504727
5298,81180526,94504727
5297,94746638,94504727
5296,15790741,94504727
5295,81180526,94504727
5294,94746638,94504727
5293,94746638,94504727
5292,94746638,94504727
5291,81180526,94504727
5290,81180526,94504727
5289,4490687,94504727
5288,94746638,94504727
5287,69232390,94504727
5286,94746638,94504727
5285,69232390,94504727
5284,81180526,94504727
5283,15790741,94504727
5282,94746638,94504727
5281,78788616,94504727
5280,65326307,94504727
5279,94746638,94504727
5278,94746638,94504727
5277,81180526,94504727
5276,15790741,94504727
5275,81180526,94504727
5274,81180526,94504727
5273,4936986,94504727
5272,4936986,94504727
5271,4936986,94504727
5270,4936986,94504727
5269,94746638,94504727
5268,15790741,94504727
5267,65326307,94504727
5266,81180526,94504727
5265,15790741,94504727
5264,94746638,94504727
5263,94746638,94504727
5262,94746638,94504727
5261,94746638,94504727
5260,4936986,94504727
5259,4936986,94504727
5258,4936986,94504727
5257,4936986,94504727
5256,4936986,94504727
5255,4936986,94504727
5254,4936986,94504727
5253,4936986,94504727
5252,4936986,94504727
5251,4936986,94504727
5250,69232390,94504727
5245,78788616,94504727
5244,4936986,94504727
5243,81180526,94504727
5242,4936986,94504727
5241,4936986,94504727
5240,4936986,94504727
5239,4936986,94504727
5238,4936986,94504727
5237,4936986,94504727
5236,4936986,94504727
5235,4936986,94504727
5234,4936986,94504727
5233,4936986,94504727
5232,4936986,94504727
5231,4936986,94504727
5230,4936986,94504727
5229,4936986,94504727
5228,4936986,94504727
5227,4936986,94504727
5226,4936986,94504727
5225,4936986,94504727
5224,4936986,94504727
5223,4936986,94504727
5222,4936986,94504727
5221,4936986,94504727
5220,4936986,94504727
5217,4936986,94504727
5216,4936986,94504727
5215,4936986,94504727
5214,4936986,94504727
5213,4936986,94504727
5212,4936986,94504727
5211,4936986,94504727
5210,4936986,94504727
5209,4936986,94504727
5208,4936986,94504727
5207,81180526,94504727
5206,4936986,94504727
5205,4936986,94504727
5204,69232390,94504727
5203,4936986,94504727
5202,4936986,94504727
5201,4936986,94504727
5200,4936986,94504727
5199,4936986,94504727
5197,78788616,94504727
5196,4936986,94504727
5195,4936986,94504727
5194,81180526,94504727
5193,81180526,94504727
5192,4936986,94504727
5191,4936986,94504727
5188,4936986,94504727
5186,81180526,94504727
5185,94746638,94504727
5184,81180526,94504727
5183,78788616,94504727
5182,94746638,94504727
5181,69232390,94504727
5180,69232390,94504727
5179,94746638,94504727
5178,81180526,94504727
5177,81180526,94504727
5176,15790741,94504727
5175,81180526,94504727
5174,15790741,94504727
5173,4936986,94504727
5172,69232390,94504727
5171,83948429,94504727
5170,83948429,94504727
5169,15790741,94504727
5168,65326307,94504727
5167,81180526,94504727
5166,65326307,94504727
5165,15790741,94504727
5164,4490687,94504727
5163,81180526,94504727
5162,4936986,94504727
5161,15790741,94504727
5160,81180526,94504727
5159,94746638,94504727
5158,15790741,94504727
5157,4490687,94504727
5156,78788616,94504727
5155,15790741,94504727
5154,81180526,94504727
5153,15790741,94504727
5152,69232390,94504727
5151,15790741,94504727
5150,6999308,94504727
5149,15790741,94504727
5148,6999308,94504727
5147,6999308,94504727
5146,6999308,94504727
5145,69232390,94504727
5144,15790741,94504727
5143,81180526,94504727
5142,94746638,94504727
5141,15790741,94504727
5140,69232390,94504727
5139,69232390,94504727
5138,69232390,94504727
5137,94746638,94504727
5136,15790741,94504727
5135,15790741,94504727
5134,94746638,94504727
5133,81180526,94504727
5132,81180526,94504727
5131,78788616,94504727
5130,15790741,94504727
5129,94746638,94504727
5128,94746638,94504727
5127,81180526,94504727
5126,65326307,94504727
5125,94746638,94504727
5124,81180526,94504727
5123,85581498,94504727
5122,78788616,94504727
5121,81180526,94504727
5120,94746638,94504727
5119,81180526,94504727
5118,85581498,94504727
5117,94746638,94504727
5116,81180526,94504727
5115,81180526,94504727
5114,94746638,94504727
5113,94746638,94504727
5112,65326307,94504727
5111,81180526,94504727
5110,94746638,94504727
5109,69232390,94504727
5108,15790741,94504727
5107,69232390,94504727
5106,81180526,94504727
5105,15790741,94504727
5104,15790741,94504727
5103,15790741,94504727
5102,81180526,94504727
5101,15790741,94504727
5100,81180526,94504727
5099,94746638,94504727
5098,78788616,94504727
5097,69232390,94504727
5096,78788616,94504727
5095,69232390,94504727
5094,94746638,94504727
5093,94746638,94504727
5092,81180526,94504727
5091,15790741,94504727
5090,15790741,94504727
5089,69232390,94504727
5088,94746638,94504727
5087,94746638,94504727
5086,94746638,94504727
5085,15790741,94504727
5084,69232390,94504727
5083,94746638,94504727
5082,69232390,94504727
5081,69232390,94504727
5080,94746638,94504727
5079,94746638,94504727
5078,69232390,94504727
5077,81180526,94504727
5076,69232390,94504727
5075,69232390,94504727
5074,94746638,94504727
5073,69232390,94504727
5072,15790741,94504727
5071,94746638,94504727
5070,69232390,94504727
5069,69232390,94504727
5068,94746638,94504727
5067,69232390,94504727
5066,15790741,94504727
5065,81180526,94504727
5064,15790741,94504727
5063,15790741,94504727
5062,78788616,94504727
5061,4490687,94504727
5060,65326307,94504727
5059,69232390,94504727
5058,69232390,94504727
5057,94746638,94504727
5056,15790741,94504727
5055,94746638,94504727
5054,94746638,94504727
5053,65326307,94504727
5052,69232390,94504727
5051,81180526,94504727
5050,81180526,94504727
5049,69232390,94504727
5048,15790741,94504727
5047,94746638,94504727
5046,69232390,94504727
5045,15790741,94504727
5044,94746638,94504727
5043,15790741,94504727
5042,78788616,94504727
5041,15790741,94504727
5040,69232390,94504727
5039,94746638,94504727
5038,15790741,94504727
5037,69232390,94504727
5036,94746638,94504727
5035,94746638,94504727
5034,69232390,94504727
5033,94746638,94504727
5032,94746638,94504727
5031,94746638,94504727
5030,81180526,94504727
5029,15790741,94504727
5028,15790741,94504727
5027,78788616,94504727
5026,94746638,94504727
5025,15790741,94504727
5024,65326307,94504727
5023,65326307,94504727
5022,81180526,94504727
5021,81180526,94504727
5020,15790741,94504727
5019,15790741,94504727
5018,81180526,94504727
5017,81180526,94504727
5016,15790741,94504727
5015,15790741,94504727
5014,15790741,94504727
5013,81180526,94504727
5012,69232390,94504727
5011,94746638,94504727
5010,81180526,94504727
5009,81180526,94504727
5008,69232390,94504727
5007,65326307,94504727
5006,65326307,94504727
5005,15790741,94504727
5004,78788616,94504727
5003,78788616,94504727
5002,69232390,94504727
5001,94746638,94504727
5000,69232390,94504727
4999,69232390,94504727
4998,94746638,94504727
4997,69232390,94504727
4996,69232390,94504727
4995,15790741,94504727
4994,15790741,94504727
4993,69232390,94504727
4992,69232390,94504727
4991,69232390,94504727
4990,94746638,94504727
4989,69232390,94504727
4988,94746638,94504727
4987,81180526,94504727
4986,81180526,94504727
4985,69232390,94504727
4984,15790741,94504727
4983,15790741,94504727
4982,69232390,94504727
4981,94746638,94504727
4980,15790741,94504727
4979,81180526,94504727
4978,94746638,94504727
4977,81180526,94504727
4976,94746638,94504727
4975,69232390,94504727
4974,81180526,94504727
4973,94746638,94504727
4972,78788616,94504727
4971,69232390,94504727
4970,81180526,94504727
4969,69232390,94504727
4968,69232390,94504727
4967,94746638,94504727
4966,69232390,94504727
4965,15790741,94504727
4964,65326307,94504727
4963,94746638,94504727
4962,69232390,94504727
4961,81180526,94504727
4960,69232390,94504727
4959,94746638,94504727
4958,81180526,94504727
4957,69232390,94504727
4956,94746638,94504727
4955,81180526,94504727
4954,69232390,94504727
4953,94746638,94504727
4952,65326307,94504727
4951,69232390,94504727
4950,65326307,94504727
4949,94746638,94504727
4948,15790741,94504727
4947,69232390,94504727
4946,94746638,94504727
4945,15790741,94504727
4944,69232390,94504727
4943,94746638,94504727
4942,15790741,94504727
4941,15790741,94504727
4940,78788616,94504727
4939,69232390,94504727
4938,94746638,94504727
4937,94746638,94504727
4936,94746638,94504727
4935,78788616,94504727
4934,81180526,94504727
4933,15790741,94504727
4932,69232390,94504727
4931,81180526,94504727
4930,94746638,94504727
4929,81180526,94504727
4928,69232390,94504727
4927,69232390,94504727
4926,81180526,94504727
4925,69232390,94504727
4924,94746638,94504727
4923,69232390,94504727
4922,78788616,94504727
4921,69232390,94504727
4920,15790741,94504727
4919,81180526,94504727
4918,81180526,94504727
4917,15790741,94504727
4916,94746638,94504727
4915,78788616,94504727
4914,15790741,94504727
4913,15790741,94504727
4912,69232390,94504727
4911,78788616,94504727
4910,69232390,94504727
4909,78788616,94504727
4908,15790741,94504727
4907,78788616,94504727
4906,94746638,94504727
4905,69232390,94504727
4904,94746638,94504727
4903,69232390,94504727
4902,81180526,94504727
4901,78788616,94504727
4900,69232390,94504727
4899,65326307,94504727
4898,69232390,94504727
4897,94746638,94504727
4896,78788616,94504727
4895,94746638,94504727
4894,69232390,94504727
4893,78788616,94504727
4892,94746638,94504727
4891,69232390,94504727
4890,81180526,94504727
4889,15790741,94504727
4888,15790741,94504727
4887,69232390,94504727
4886,69232390,94504727
4885,69232390,94504727
4884,94746638,94504727
4883,69232390,94504727
4882,78788616,94504727
4881,94746638,94504727
4880,78788616,94504727
4879,78788616,94504727
4878,94746638,94504727
4877,61161747,94504727
4876,81180526,94504727
4875,65326307,94504727
4874,61161747,94504727
4873,15790741,94504727
4872,81180526,94504727
4871,15790741,94504727
4870,69232390,94504727
4869,81180526,94504727
4868,15790741,94504727
4867,15790741,94504727
4866,69232390,94504727
4865,69232390,94504727
4864,69232390,94504727
4863,81180526,94504727
4862,81180526,94504727
4861,15790741,94504727
4860,65326307,94504727
4859,15790741,94504727
4858,69232390,94504727
4857,61161747,94504727
4856,81180526,94504727
4855,81180526,94504727
4854,81180526,94504727
4853,94746638,94504727
4852,65326307,94504727
4851,69232390,94504727
4850,81180526,94504727
4849,81180526,94504727
4848,78788616,94504727
4847,81180526,94504727
4846,81180526,94504727
4845,78788616,94504727
4844,94746638,94504727
4843,78788616,94504727
4842,94746638,94504727
4841,94746638,94504727
4840,65326307,94504727
4839,94746638,94504727
4838,81180526,94504727
4837,94746638,94504727
4836,94746638,94504727
4835,78788616,94504727
4834,69232390,94504727
4833,94746638,94504727
4832,61161747,94504727
4831,94746638,94504727
4830,94746638,94504727
4829,15790741,94504727
4828,15790741,94504727
4827,69232390,94504727
4826,78788616,94504727
4825,78788616,94504727
4824,94746638,94504727
4823,94746638,94504727
4822,15790741,94504727
4821,15790741,94504727
4820,15790741,94504727
4819,78788616,94504727
4818,15790741,94504727
4817,81180526,94504727
4816,15790741,94504727
4815,15790741,94504727
4814,81180526,94504727
4813,61161747,94504727
4812,15790741,94504727
4811,94746638,94504727
4810,69232390,94504727
4809,81180526,94504727
4808,81180526,94504727
4807,15790741,94504727
4806,61161747,94504727
4805,69232390,94504727
4804,94746638,94504727
4803,69232390,94504727
4802,15790741,94504727
4801,15790741,94504727
4800,78788616,94504727
4799,94746638,94504727
4798,69232390,94504727
4797,15790741,94504727
4796,61161747,94504727
4795,61161747,94504727
4794,15790741,94504727
4793,69232390,94504727
4792,94746638,94504727
4791,94746638,94504727
4790,69232390,94504727
4789,15790741,94504727
4788,15790741,94504727
4787,15790741,94504727
4786,78788616,94504727
4785,15790741,94504727
4784,15790741,94504727
4783,61161747,94504727
4782,94746638,94504727
4781,15790741,94504727
4780,61161747,94504727
4779,94746638,94504727
4778,61161747,94504727
4777,69232390,94504727
4776,15790741,94504727
4775,78788616,94504727
4774,15790741,94504727
4773,15790741,94504727
4772,69232390,94504727
4771,94746638,94504727
4770,78788616,94504727
4769,15790741,94504727
4768,15790741,94504727
4767,15790741,94504727
4766,15790741,94504727
4765,94746638,94504727
4764,61161747,94504727
4763,15790741,94504727
4762,94746638,94504727
4761,94746638,94504727
4760,15790741,94504727
4759,65326307,94504727
4758,61161747,94504727
4757,65326307,94504727
4756,81180526,94504727
4755,15790741,94504727
4754,94746638,94504727
4753,69232390,94504727
4752,69232390,94504727
4751,61161747,94504727
4750,94746638,94504727
4749,15790741,94504727
4748,81180526,94504727
4747,78788616,94504727
4746,15790741,94504727
4745,81180526,94504727
4744,61161747,94504727
4743,94746638,94504727
4742,69232390,94504727
4741,15790741,94504727
4740,61161747,94504727
4739,15790741,94504727
4738,94746638,94504727
4737,81180526,94504727
4736,61161747,94504727
4735,15790741,94504727
4734,15790741,94504727
4733,61161747,94504727
4732,81180526,94504727
4731,94746638,94504727
4730,61161747,94504727
4729,69232390,94504727
4728,94746638,94504727
4727,69232390,94504727
4726,15790741,94504727
4725,15790741,94504727
4724,15790741,94504727
4723,94746638,94504727
4722,81180526,94504727
4721,61161747,94504727
4720,61161747,94504727
4719,94746638,94504727
4718,61161747,94504727
4717,94746638,94504727
4716,94746638,94504727
4715,94746638,94504727
4714,94746638,94504727
4713,81180526,94504727
4712,81180526,94504727
4711,81180526,94504727
4710,15790741,94504727
4709,69232390,94504727
4708,15790741,94504727
4707,94746638,94504727
4706,15790741,94504727
4705,15790741,94504727
4704,15790741,94504727
4703,69232390,94504727
4702,94746638,94504727
4701,15790741,94504727
4700,15790741,94504727
4699,69232390,94504727
4698,15790741,94504727
4697,15790741,94504727
4696,15790741,94504727
4695,94746638,94504727
4694,15790741,94504727
4693,94746638,94504727
4692,15790741,94504727
4691,15790741,94504727
4690,69232390,94504727
4689,69232390,94504727
4688,81180526,94504727
4687,81180526,94504727
4686,94746638,94504727
4685,69232390,94504727
4684,61161747,94504727
4683,94746638,94504727
4682,15790741,94504727
4681,94746638,94504727
4680,15790741,94504727
4679,61161747,94504727
4678,15790741,94504727
4677,94746638,94504727
4676,94746638,94504727
4675,61161747,94504727
4674,15790741,94504727
4673,81180526,94504727
4672,61161747,94504727
4671,81180526,94504727
4670,81180526,94504727
4669,65326307,94504727
4668,61161747,94504727
4667,81180526,94504727
4666,78788616,94504727
4665,69232390,94504727
4664,69232390,94504727
4663,61161747,94504727
4662,65326307,94504727
4661,15790741,94504727
4660,15790741,94504727
4659,61161747,94504727
4658,78788616,94504727
4657,15790741,94504727
4656,15790741,94504727
4655,61161747,94504727
4654,4490687,94504727
4653,4490687,94504727
4652,78788616,94504727
4651,69232390,94504727
4650,4490687,94504727
4649,78788616,94504727
4648,61161747,94504727
4647,69232390,94504727
4646,15790741,94504727
4645,15790741,94504727
4644,61161747,94504727
4643,81180526,94504727
4642,81180526,94504727
4641,61161747,94504727
4640,4490687,94504727
4639,15790741,94504727
4638,15790741,94504727
4637,61161747,94504727
4636,15790741,94504727
4635,15790741,94504727
4634,15790741,94504727
4633,69232390,94504727
4632,61161747,94504727
4631,94746638,94504727
4630,65326307,94504727
4629,65326307,94504727
4628,94746638,94504727
4627,65326307,94504727
4626,61161747,94504727
4625,61161747,94504727
4624,81180526,94504727
4623,81180526,94504727
4622,81180526,94504727
4621,81180526,94504727
4620,94746638,94504727
4619,4490687,94504727
4618,61161747,94504727
4617,15790741,94504727
4616,69232390,94504727
4615,94746638,94504727
4614,61161747,94504727
4613,94746638,94504727
4612,69232390,94504727
4611,61161747,94504727
4610,81180526,94504727
4609,15790741,94504727
4608,81180526,94504727
4607,94746638,94504727
4606,94746638,94504727
4605,94746638,94504727
4604,61161747,94504727
4603,94746638,94504727
4602,61161747,94504727
4601,78788616,94504727
4600,94746638,94504727
4599,61161747,94504727
4598,81180526,94504727
4597,81180526,94504727
4596,81180526,94504727
4595,69232390,94504727
4594,15790741,94504727
4593,94746638,94504727
4592,61161747,94504727
4591,15790741,94504727
4590,78788616,94504727
4589,69232390,94504727
4588,81180526,94504727
4587,61161747,94504727
4586,81180526,94504727
4585,94746638,94504727
4584,69232390,94504727
4583,94746638,94504727
4582,94746638,94504727
4581,15790741,94504727
4580,81180526,94504727
4579,65326307,94504727
4578,61161747,94504727
4577,15790741,94504727
4576,15790741,94504727
4575,81180526,94504727
4574,94746638,94504727
4573,15790741,94504727
4572,69232390,94504727
4571,69232390,94504727
4570,69232390,94504727
4569,15790741,94504727
4568,15790741,94504727
4567,81180526,94504727
4566,15790741,94504727
4565,15790741,94504727
4564,94746638,94504727
4563,78788616,94504727
4562,94746638,94504727
4561,81180526,94504727
4560,15790741,94504727
4559,15790741,94504727
4558,15790741,94504727
4557,94746638,94504727
4556,61161747,94504727
4555,69232390,94504727
4554,69232390,94504727
4553,78788616,94504727
4552,61161747,94504727
4551,15790741,94504727
4550,15790741,94504727
4549,61161747,94504727
4548,81180526,94504727
4547,81180526,94504727
4546,4490687,94504727
4545,4490687,94504727
4544,4490687,94504727
4543,15790741,94504727
4542,4490687,94504727
4541,4490687,94504727
4540,15790741,94504727
4539,15790741,94504727
4538,78788616,94504727
4537,69232390,94504727
4536,61161747,94504727
4535,15790741,94504727
4534,78788616,94504727
4533,15790741,94504727
4532,65326307,94504727
4531,15790741,94504727
4530,61161747,94504727
4529,69232390,94504727
4528,69232390,94504727
4527,15790741,94504727
4526,15790741,94504727
4525,94746638,94504727
4524,81180526,94504727
4523,81180526,94504727
4522,15790741,94504727
4521,15790741,94504727
4520,15790741,94504727
4519,15790741,94504727
4518,94746638,94504727
4517,69232390,94504727
4516,15790741,94504727
4515,15790741,94504727
4514,94746638,94504727
4513,81180526,94504727
4512,69232390,94504727
4511,15790741,94504727
4510,69232390,94504727
4509,69232390,94504727
4508,65326307,94504727
4507,81180526,94504727
4506,81180526,94504727
4505,15790741,94504727
4504,15790741,94504727
4503,94746638,94504727
4502,94746638,94504727
4501,15790741,94504727
4500,15790741,94504727
4499,15790741,94504727
4498,15790741,94504727
4497,61161747,94504727
4496,61161747,94504727
4495,61161747,94504727
4494,15790741,94504727
4493,15790741,94504727
4492,94746638,94504727
4491,94746638,94504727
4490,61161747,94504727
4489,15790741,94504727
4488,81180526,94504727
4487,15790741,94504727
4486,15790741,94504727
4485,61161747,94504727
4484,61161747,94504727
4483,15790741,94504727
4482,15790741,94504727
4481,15790741,94504727
4480,15790741,94504727
4479,15790741,94504727
4478,15790741,94504727
4477,78788616,94504727
4476,4490687,94504727
4475,94746638,94504727
4474,81180526,94504727
4473,15790741,94504727
4472,15790741,94504727
4471,94746638,94504727
4470,15790741,94504727
4469,69232390,94504727
4468,94746638,94504727
4467,94746638,94504727
4466,94746638,94504727
4465,15790741,94504727
4464,61161747,94504727
4463,81180526,94504727
4462,81180526,94504727
4461,61161747,94504727
4460,15790741,94504727
4459,81180526,94504727
4458,81180526,94504727
4457,15790741,94504727
4456,61161747,94504727
4455,15790741,94504727
4454,69232390,94504727
4453,69232390,94504727
4452,4490687,94504727
4451,15790741,94504727
4450,65326307,94504727
4449,65326307,94504727
4448,28416544,94504727
4447,78788616,94504727
4446,65326307,94504727
4445,78788616,94504727
4444,61161747,94504727
4443,65326307,94504727
4442,65326307,94504727
4441,61161747,94504727
4440,4490687,94504727
4439,69232390,94504727
4438,69232390,94504727
4437,4490687,94504727
4436,69232390,94504727
4435,94746638,94504727
4434,81180526,94504727
4433,69232390,94504727
4432,65326307,94504727
4431,94746638,94504727
4430,61161747,94504727
4429,61161747,94504727
4428,69232390,94504727
4427,15790741,94504727
4426,15790741,94504727
4425,15790741,94504727
4424,94746638,94504727
4423,69232390,94504727
4422,78788616,94504727
4421,61161747,94504727
4420,61161747,94504727
4419,15790741,94504727
4418,15790741,94504727
4417,15790741,94504727
4416,15790741,94504727
4415,61161747,94504727
4414,94746638,94504727
4413,61161747,94504727
4412,61161747,94504727
4411,15790741,94504727
4410,69232390,94504727
4409,81180526,94504727
4408,81180526,94504727
4407,94746638,94504727
4406,61161747,94504727
4405,61161747,94504727
4404,61161747,94504727
4403,69232390,94504727
4402,81180526,94504727
4401,81180526,94504727
4400,61161747,94504727
4399,65326307,94504727
4398,61161747,94504727
4397,61161747,94504727
4396,15790741,94504727
4395,61161747,94504727
4394,61161747,94504727
4393,69232390,94504727
4392,65326307,94504727
4391,61161747,94504727
4390,61161747,94504727
4389,94746638,94504727
4388,78788616,94504727
4387,61161747,94504727
4386,61161747,94504727
4385,65326307,94504727
4384,69232390,94504727
4383,94746638,94504727
4382,69232390,94504727
4381,61161747,94504727
4380,65326307,94504727
4379,65326307,94504727
4378,61161747,94504727
4377,69232390,94504727
4376,15790741,94504727
4375,15790741,94504727
4374,94746638,94504727
4373,61161747,94504727
4372,15790741,94504727
4371,94746638,94504727
4370,69232390,94504727
4369,78788616,94504727
4368,15790741,94504727
4367,15790741,94504727
4366,15790741,94504727
4365,81180526,94504727
4364,81180526,94504727
4363,61161747,94504727
4362,69232390,94504727
4361,61161747,94504727
4360,15790741,94504727
4359,94746638,94504727
4358,15790741,94504727
4357,94746638,94504727
4356,15790741,94504727
4355,94746638,94504727
4354,94746638,94504727
4353,15790741,94504727
4352,15790741,94504727
4351,69232390,94504727
4350,65326307,94504727
4349,94746638,94504727
4348,69232390,94504727
4347,65326307,94504727
4346,65326307,94504727
4345,81180526,94504727
4344,81180526,94504727
4343,69232390,94504727
4342,69232390,94504727
4341,61161747,94504727
4340,61161747,94504727
4339,78788616,94504727
4338,94746638,94504727
4337,69232390,94504727
4336,69232390,94504727
4335,94746638,94504727
4334,94746638,94504727
4333,15790741,94504727
4332,4490687,94504727
4331,15790741,94504727
4330,4490687,94504727
4329,4490687,94504727
4328,4490687,94504727
4327,61161747,94504727
4326,69232390,94504727
4325,65326307,94504727
4324,15790741,94504727
4323,15790741,94504727
4322,61161747,94504727
4321,61161747,94504727
4320,15790741,94504727
4319,4490687,94504727
4318,4490687,94504727
4317,4490687,94504727
4316,4490687,94504727
4315,4490687,94504727
4314,4490687,94504727
4313,4490687,94504727
4312,78788616,94504727
4311,15790741,94504727
4310,94746638,94504727
4309,81180526,94504727
4308,94746638,94504727
4307,81180526,94504727
4306,69232390,94504727
4305,69232390,94504727
4304,61161747,94504727
4303,65326307,94504727
4302,61161747,94504727
4301,15790741,94504727
4300,94746638,94504727
4299,4490687,94504727
4298,61161747,94504727
4297,78788616,94504727
4296,94746638,94504727
4295,61161747,94504727
4294,65326307,94504727
4293,78788616,94504727
4292,61161747,94504727
4291,15790741,94504727
4290,61161747,94504727
4289,94746638,94504727
4288,65326307,94504727
4287,61161747,94504727
4286,4490687,94504727
4285,15790741,94504727
4284,61161747,94504727
4283,69232390,94504727
4282,4490687,94504727
4281,4490687,94504727
4280,4490687,94504727
4279,4490687,94504727
4278,69232390,94504727
4277,4490687,94504727
4276,61161747,94504727
4275,61161747,94504727
4274,78788616,94504727
4273,4490687,94504727
4272,61161747,94504727
4271,4490687,94504727
4270,61161747,94504727
4269,94746638,94504727
4268,94746638,94504727
4267,69232390,94504727
4266,65326307,94504727
4265,65326307,94504727
4264,81180526,94504727
4263,81180526,94504727
4262,81180526,94504727
4261,4490687,94504727
4260,94746638,94504727
4259,69232390,94504727
4258,61161747,94504727
4257,61161747,94504727
4256,94746638,94504727
4255,81180526,94504727
4254,61161747,94504727
4253,81180526,94504727
4252,69232390,94504727
4251,94746638,94504727
4250,94746638,94504727
4249,15790741,94504727
4248,15790741,94504727
4247,81180526,94504727
4246,15790741,94504727
4245,69232390,94504727
4244,15790741,94504727
4243,94746638,94504727
4242,81180526,94504727
4241,81180526,94504727
4240,78788616,94504727
4239,15790741,94504727
4238,69232390,94504727
4237,69232390,94504727
4236,69232390,94504727
4235,15790741,94504727
4234,65326307,94504727
4233,94746638,94504727
4232,15790741,94504727
4231,61161747,94504727
4230,61161747,94504727
4229,61161747,94504727
4228,87918733,94504727
4227,94746638,94504727
4226,81180526,94504727
4225,4490687,94504727
4224,69232390,94504727
4223,81180526,94504727
4222,69232390,94504727
4221,61161747,94504727
4220,65326307,94504727
4219,15790741,94504727
4218,15790741,94504727
4217,61161747,94504727
4216,5251879,94504727
4215,61161747,94504727
4214,81180526,94504727
4213,61161747,94504727
4212,61161747,94504727
4211,69232390,94504727
4210,15790741,94504727
4209,61161747,94504727
4208,81180526,94504727
4207,61161747,94504727
4206,15790741,94504727
4205,15790741,94504727
4204,15790741,94504727
4203,94746638,94504727
4202,94746638,94504727
4201,94746638,94504727
4200,15790741,94504727
4199,61161747,94504727
4198,65326307,94504727
4197,69232390,94504727
4196,78788616,94504727
4195,61161747,94504727
4194,61161747,94504727
4193,81180526,94504727
4192,81180526,94504727
4191,69232390,94504727
4190,69232390,94504727
4189,61161747,94504727
4188,15790741,94504727
4187,61161747,94504727
4186,69232390,94504727
4185,61161747,94504727
4184,15790741,94504727
4183,15790741,94504727
4182,94746638,94504727
4181,94746638,94504727
4180,65326307,94504727
4179,61161747,94504727
4178,15790741,94504727
4177,15790741,94504727
4176,61161747,94504727
4175,94746638,94504727
4174,61161747,94504727
4173,15790741,94504727
4172,81180526,94504727
4171,94746638,94504727
4170,81180526,94504727
4169,15790741,94504727
4168,61161747,94504727
4167,94746638,94504727
4166,15790741,94504727
4165,15790741,94504727
4164,81180526,94504727
4163,15790741,94504727
4162,69232390,94504727
4161,94746638,94504727
4160,15790741,94504727
4159,15790741,94504727
4158,15790741,94504727
4157,78788616,94504727
4156,15790741,94504727
4155,61161747,94504727
4154,94746638,94504727
4153,61161747,94504727
4152,94746638,94504727
4151,81180526,94504727
4150,61161747,94504727
4149,15790741,94504727
4148,81180526,94504727
4147,94746638,94504727
4146,15790741,94504727
4145,15790741,94504727
4144,78788616,94504727
4143,69232390,94504727
4142,61161747,94504727
4141,94746638,94504727
4140,94746638,94504727
4139,15790741,94504727
4138,15790741,94504727
4137,81180526,94504727
4136,81180526,94504727
4135,61161747,94504727
4134,15790741,94504727
4133,94746638,94504727
4132,61161747,94504727
4131,43497248,94504727
4130,61161747,94504727
4129,43497248,94504727
4128,61161747,94504727
4127,94746638,94504727
4126,61161747,94504727
4125,94746638,94504727
4124,81180526,94504727
4123,69232390,94504727
4122,69232390,94504727
4121,94746638,94504727
4120,78788616,94504727
4119,65326307,94504727
4118,65326307,94504727
4117,43497248,94504727
4116,94746638,94504727
4115,43497248,94504727
4114,15790741,94504727
4113,69232390,94504727
4112,81180526,94504727
4111,94746638,94504727
4110,69232390,94504727
4109,43497248,94504727
4108,43497248,94504727
4107,65326307,94504727
4106,65326307,94504727
4105,78788616,94504727
4104,15790741,94504727
4103,15790741,94504727
4102,81180526,94504727
4101,94746638,94504727
4100,69232390,94504727
4099,65326307,94504727
4098,69232390,94504727
4097,94746638,94504727
4096,94746638,94504727
4095,94746638,94504727
4094,94746638,94504727
4093,43497248,94504727
4092,43497248,94504727
4091,61161747,94504727
4090,65326307,94504727
4089,61161747,94504727
4088,15790741,94504727
4087,15790741,94504727
4086,61161747,94504727
4085,94746638,94504727
4084,61161747,94504727
4083,61161747,94504727
4082,15790741,94504727
4081,61161747,94504727
4080,61161747,94504727
4079,43497248,94504727
4078,43497248,94504727
4077,61161747,94504727
4076,61161747,94504727
4075,69232390,94504727
4074,94746638,94504727
4073,15790741,94504727
4072,61161747,94504727
4071,69232390,94504727
4070,61161747,94504727
4069,61161747,94504727
4068,94746638,94504727
4067,43497248,94504727
4066,43497248,94504727
4065,65326307,94504727
4064,94746638,94504727
4063,61161747,94504727
4062,69232390,94504727
4061,61161747,94504727
4060,61161747,94504727
4059,69232390,94504727
4058,94746638,94504727
4057,69232390,94504727
4056,61161747,94504727
4055,61161747,94504727
4054,94746638,94504727
4053,43497248,94504727
4052,43497248,94504727
4051,15790741,94504727
4050,61161747,94504727
4049,61161747,94504727
4048,78788616,94504727
4047,78788616,94504727
4046,61161747,94504727
4045,69232390,94504727
4044,61161747,94504727
4043,15790741,94504727
4042,61161747,94504727
4041,61161747,94504727
4040,43497248,94504727
4039,43497248,94504727
4038,69232390,94504727
4037,61161747,94504727
4036,78788616,94504727
4035,65326307,94504727
4034,61161747,94504727
4033,61161747,94504727
4032,61161747,94504727
4031,69232390,94504727
4030,69232390,94504727
4029,61161747,94504727
4028,43497248,94504727
4027,43497248,94504727
4026,61161747,94504727
4025,78788616,94504727
4024,61161747,94504727
